Action,Custom label (SKU),Category ID,Title,Relationship,Relationship details,Start price,Quantity,Condition ID,Description,Format,Duration,Item photo URL,PostalCode,Country,Currency,SiteID,C:ShippingPolicy,C:PaymentPolicy,C:ReturnPolicy,Brand,P:UPC
Add,Marble Tree,19169,Musical Marble Tree Laser Cut Kit,,,38.00,14,1000,<p>Place marbles at the top and enjoy listening to them musically tinkle as they cascade down the petals. We used to sell these in our marble shop. Kids and adults allways loved playing with them but they were quite awkward to take away. So I designed them to come as a flat pack with instructions for you to assemble.</p><p>Assembled Size: 20cm x 20cm x 28cm</p>,FixedPrice,GTC,https://i.etsystatic.com/25031074/r/il/61864a/3653840239/il_fullxfull.3653840239_jtlh.jpg|https://i.etsystatic.com/25031074/r/il/c7a337/3653754527/il_fullxfull.3653754527_fbeq.jpg|https://i.etsystatic.com/25031074/r/il/770bfb/3606139580/il_fullxfull.3606139580_tf0z.jpg|https://i.etsystatic.com/25031074/r/il/8a48bc/3653754355/il_fullxfull.3653754355_i677.jpg,7306,AU,AUD,15,REPLACE_WITH_SHIPPING_POLICY,REPLACE_WITH_PAYMENT_POLICY,REPLACE_WITH_RETURN_POLICY,Contraption Cart,Does not apply
Add,Woodchopper Whirligig,11743,Woodchopper Whirligig Kit,,Assembly=Kit;Assembled + Painted,,,1000,"<p>This is a Physical Kit. Please see my other listings for the Digital plans.</p><p>Put this little Woodchopper out in the garden and watch him chop vigorously when the wind blows.</p><p>This kit includes all of the parts and instructions required to make the model. Parts are made from birch plywood, stainless steel and brass  parts. Other wind whirligigs are available in my store.</p><p>You will need Glue and exterior primer and paint if you want to protect it from the weather.</p>",FixedPrice,GTC,https://i.etsystatic.com/25031074/r/il/5f3d80/4182614388/il_fullxfull.4182614388_pzqy.jpg|https://i.etsystatic.com/25031074/r/il/bc7792/4182614394/il_fullxfull.4182614394_fcpq.jpg|https://i.etsystatic.com/25031074/r/il/0be624/4230272119/il_fullxfull.4230272119_99ns.jpg|https://i.etsystatic.com/25031074/r/il/b08489/4218904899/il_fullxfull.4218904899_tua4.jpg|https://i.etsystatic.com/25031074/r/il/7c85f0/4218916375/il_fullxfull.4218916375_kai3.jpg,7306,AU,AUD,15,REPLACE_WITH_SHIPPING_POLICY,REPLACE_WITH_PAYMENT_POLICY,REPLACE_WITH_RETURN_POLICY,Contraption Cart,
,Woodchopper Whirligig / kit,,,Variation,Assembly=Kit,75.00,18,,,,,,,,,,,,,,Does not apply
,Woodchopper Whirligig / assembled-painted,,,Variation,Assembly=Assembled + Painted,95.00,0,,,,,,,,,,,,,,Does not apply
Add,Dog Whirligig,11743,"Dog Whirligig, Kinetic Wind Powered Garden Sculpture, DIY Kit or Fully Assembled",,Assembly=Kit;Assembled + Painted,,,1000,"<p>This is the Physical UNPAINTED kit. Please see my other listings for the digital plans.</p><p>Put this little dog out in the garden to watch him eat vigorously from his bowl when the wind blows. Contains all of the parts and instructions to build the model. Birch plywood, stainless steel and brass. Other wind whirligigs are available in my store.</p><p>You will need to glue, prime and paint with exterior paint to protect it from the weather.</p><p>Select the assembled and painted option at checkout if you do not want to make it yourself. (The painting is done by hand so may vary slightly from the picture.)</p><p>Length: 34cm</p><p>height: 19cm (not including turbine)</p><p>width: 5cm (not including turbine)</p><p>Turbine diameter: 27cm</p>",FixedPrice,GTC,https://i.etsystatic.com/25031074/r/il/705fde/4218904869/il_fullxfull.4218904869_62e3.jpg|https://i.etsystatic.com/25031074/r/il/bc3045/4218904925/il_fullxfull.4218904925_igov.jpg|https://i.etsystatic.com/25031074/r/il/07c662/4218904967/il_fullxfull.4218904967_csof.jpg|https://i.etsystatic.com/25031074/r/il/b08489/4218904899/il_fullxfull.4218904899_tua4.jpg|https://i.etsystatic.com/25031074/r/il/7c85f0/4218916375/il_fullxfull.4218916375_kai3.jpg,7306,AU,AUD,15,REPLACE_WITH_SHIPPING_POLICY,REPLACE_WITH_PAYMENT_POLICY,REPLACE_WITH_RETURN_POLICY,Contraption Cart,
,Dog Whirligig / kit,,,Variation,Assembly=Kit,75.00,7,,,,,,,,,,,,,,Does not apply
,Dog Whirligig / assembled-painted,,,Variation,Assembly=Assembled + Painted,95.00,0,,,,,,,,,,,,,,Does not apply
Add,Fisherman whirligig,11743,"Fisherman whirligig Kit, Wind Powered Kinetic Garden Sculpture",,Assembly=Kit;Assembled + Painted,,,1000,"<p>This is the physical UNPAINTED kit. Please see my other listings for the Digital plans. Please select ""assembled + painted"" at checkout if your prefer this option.</p><p>Put this little Fisherman out in the garden and watch him fish vigorously when the wind blows. This contains all of the parts and instructions to assemble the model. Parts are made from birch plywood, stainless steel and brass. Other wind whirligigs are available in my store.</p><p>You will need glue and primer and exterior paint to protect it from the weather.</p>",FixedPrice,GTC,https://i.etsystatic.com/25031074/r/il/c0af1b/4227293783/il_fullxfull.4227293783_o4l3.jpg|https://i.etsystatic.com/25031074/r/il/d896c2/4227293737/il_fullxfull.4227293737_j97t.jpg|https://i.etsystatic.com/25031074/r/il/510740/4227293803/il_fullxfull.4227293803_4yz2.jpg|https://i.etsystatic.com/25031074/r/il/b08489/4218904899/il_fullxfull.4218904899_tua4.jpg|https://i.etsystatic.com/25031074/r/il/7c85f0/4218916375/il_fullxfull.4218916375_kai3.jpg,7306,AU,AUD,15,REPLACE_WITH_SHIPPING_POLICY,REPLACE_WITH_PAYMENT_POLICY,REPLACE_WITH_RETURN_POLICY,Contraption Cart,
,Fisherman whirligig / kit,,,Variation,Assembly=Kit,75.00,3,,,,,,,,,,,,,,Does not apply
,Fisherman whirligig / assembled-painted,,,Variation,Assembly=Assembled + Painted,95.00,0,,,,,,,,,,,,,,Does not apply
Add,Surfer Whirligig,11743,Surfer Whirligig Kit,,Assembly=Kit;Assembled + Painted,,,1000,"<p>This is the physical UNPAINTED kit. Please see my other listings for the digital plans.</p><p>Put this little surfer out in the garden to watch him surf in the wind. Includes all of the parts and instructions to assemble the model. Birch plywood, stainless steel and brass. Other wind whirligigs are available in my store.</p><p>You will need to glue, prime and paint with exterior paint to protect it from the weather.</p>",FixedPrice,GTC,https://i.etsystatic.com/25031074/r/il/ff60a4/4199153987/il_fullxfull.4199153987_28b6.jpg|https://i.etsystatic.com/25031074/r/il/f8b695/4199154055/il_fullxfull.4199154055_sr3a.jpg|https://i.etsystatic.com/25031074/r/il/e407ad/4151501628/il_fullxfull.4151501628_m184.jpg|https://i.etsystatic.com/25031074/r/il/805301/4151501564/il_fullxfull.4151501564_t36e.jpg|https://i.etsystatic.com/25031074/r/il/958e8a/4159410012/il_fullxfull.4159410012_o0xn.jpg,7306,AU,AUD,15,REPLACE_WITH_SHIPPING_POLICY,REPLACE_WITH_PAYMENT_POLICY,REPLACE_WITH_RETURN_POLICY,Contraption Cart,
,Surfer Whirligig / kit,,,Variation,Assembly=Kit,75.00,4,,,,,,,,,,,,,,Does not apply
,Surfer Whirligig / assembled-painted,,,Variation,Assembly=Assembled + Painted,95.00,0,,,,,,,,,,,,,,Does not apply
Add,Fantail,11743,"Wind Powered Bird Whirligig Kit, Birch Plywood Fantail, Kinetic sculpture",,Assembly=Kit;Assembled and oiled,,,1000,"<p>A wind powered fantail Whirligig bird. This is the physical kit. See my other listings for the digital plans. A strong wind will drive the turbine, which turns the mechanism to make the bird flap its wings. It comes premade and oiled or as a kit for you to assemble yourself. Birch plywood and stainless steel screws. Inspired by the sweet little Fantails in New Zealand where I grew up. It comes with a mounting stick that you will need to attach to a fence post or railing. Only put it out when the sun is shining as water will cause the wood to swell. I recommend putting it under a porch where it is not exposed to the rain.</p>",FixedPrice,GTC,https://i.etsystatic.com/25031074/r/il/0ebaf9/5142894636/il_fullxfull.5142894636_j9vj.jpg|https://i.etsystatic.com/25031074/r/il/481b74/5191114997/il_fullxfull.5191114997_btxx.jpg|https://i.etsystatic.com/25031074/r/il/b72394/5142895886/il_fullxfull.5142895886_1ol2.jpg|https://i.etsystatic.com/25031074/r/il/32943c/5142895764/il_fullxfull.5142895764_jgyx.jpg|https://i.etsystatic.com/25031074/r/il/b634b8/5142895830/il_fullxfull.5142895830_em4p.jpg|https://i.etsystatic.com/25031074/r/il/409170/5142895658/il_fullxfull.5142895658_agua.jpg,7306,AU,AUD,15,REPLACE_WITH_SHIPPING_POLICY,REPLACE_WITH_PAYMENT_POLICY,REPLACE_WITH_RETURN_POLICY,Contraption Cart,
,Fantail / kit,,,Variation,Assembly=Kit,50.00,3,,,,,,,,,,,,,,Does not apply
,Fantail / assembled-and-oiled,,,Variation,Assembly=Assembled and oiled,70.00,0,,,,,,,,,,,,,,Does not apply
Add,Whirligig Hardware,11743,Whirligig Hardware Kit: Stainless Steel & Brass Parts,,Whirligig type=Dog;Surfer;Fisherman;Woodchopper,,,1000,"<p>This contains the metal hardware required for the whirligigs on my site. The stainless steel and brass parts are all bent, cut and ready to use. You can choose to source these parts and materials yourself, but may prefer to save yourself the search. The parts will make one whirligig. Please choose the type you want at checkout.</p>",FixedPrice,GTC,https://i.etsystatic.com/25031074/r/il/2d3dc8/5025710985/il_fullxfull.5025710985_st50.jpg,7306,AU,AUD,15,REPLACE_WITH_SHIPPING_POLICY,REPLACE_WITH_PAYMENT_POLICY,REPLACE_WITH_RETURN_POLICY,Contraption Cart,
,Whirligig Hardware / dog,,,Variation,Whirligig type=Dog,40.00,12,,,,,,,,,,,,,,Does not apply
,Whirligig Hardware / surfer,,,Variation,Whirligig type=Surfer,40.00,0,,,,,,,,,,,,,,Does not apply
,Whirligig Hardware / fisherman,,,Variation,Whirligig type=Fisherman,40.00,0,,,,,,,,,,,,,,Does not apply
,Whirligig Hardware / woodchopper,,,Variation,Whirligig type=Woodchopper,40.00,0,,,,,,,,,,,,,,Does not apply
